ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
163,38,12,52,90036,1,2.0,1,0,0,0,0,0,0
164,28,4,70,91125,4,2.6,1,0,0,0,0,1,0
165,53,27,92,95120,2,1.1,1,0,0,1,0,0,0
166,27,1,43,94706,1,1.5,1,0,0,0,0,1,0
167,25,1,21,95827,3,1.0,2,0,0,0,0,0,0
168,33,9,23,94305,3,0.9,3,0,0,0,0,1,1
169,50,26,13,91320,4,1.0,1,0,0,0,0,1,0
171,27,1,138,90250,2,2.0,1,0,0,0,0,1,0
172,52,28,11,95817,3,0.4,1,0,0,1,0,0,0
173,38,13,171,92717,2,7.8,1,0,0,0,0,1,0
174,58,34,42,90095,4,1.5,1,0,0,0,0,1,1
179,53,29,24,95818,4,0.2,1,0,0,0,0,1,1
180,62,37,11,91942,1,0.1,1,0,0,0,0,1,0
183,24,0,135,95133,1,1.5,1,0,0,0,0,1,0
184,29,3,148,92173,3,4.1,1,0,1,0,0,1,0
187,48,23,45,95616,1,0.3,1,0,0,0,0,1,1
189,64,40,169,91320,2,2.1,1,122,0,0,0,1,0
190,55,29,112,94043,2,1.4,1,0,0,0,0,1,0
191,60,36,93,92521,1,4.3,1,0,0,0,0,1,0
194,48,24,21,93118,4,0.6,1,0,0,0,0,1,1
195,53,29,144,92697,2,6.8,1,0,0,0,0,1,0
196,34,10,13,94577,4,1.0,1,95,0,1,0,1,0
197,48,24,165,93407,1,5.0,1,0,0,0,0,0,1
198,55,31,9,91345,4,0.7,1,89,0,0,0,1,0
199,27,3,59,94123,4,0.0,1,90,0,1,0,1,0
204,58,34,65,95747,4,2.2,1,0,0,0,0,1,0
207,49,25,31,91355,1,1.0,1,0,0,1,0,1,0
209,40,16,73,94110,4,2.67,1,0,0,0,0,1,1
210,64,39,172,94707,4,3.1,1,282,1,0,1,1,1
211,51,26,20,92131,2,0.0,1,0,0,0,0,0,0
212,44,18,55,94720,1,0.2,1,0,0,0,0,0,0
213,46,22,69,91604,2,1.7,1,209,0,0,0,0,0
214,57,33,155,91326,1,7.4,1,0,0,0,0,1,0
216,38,14,92,95818,2,0.0,1,249,0,0,0,1,1
217,27,3,125,95521,2,0.6,1,0,0,0,0,0,0
218,39,14,74,94305,3,3.0,1,0,0,0,0,0,0
221,32,6,25,92130,2,0.3,1,0,0,0,0,0,1
223,26,2,104,94306,3,2.5,1,0,0,0,0,0,0
228,47,23,148,94551,2,7.5,1,0,0,0,1,1,1
230,48,24,71,93117,2,1.7,1,145,0,0,0,0,1
234,62,37,58,91320,4,1.7,1,0,0,0,0,1,0
239,57,32,28,95831,3,0.2,1,0,0,0,0,1,1
241,51,26,70,90089,1,1.2,1,169,0,0,0,0,0
245,41,17,78,94025,4,0.8,1,78,0,0,0,1,0
249,55,29,99,92121,2,1.4,1,264,0,0,0,1,1
252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0
253,65,40,53,91711,3,2.2,1,0,0,0,0,0,1
254,47,21,138,94583,1,0.0,1,0,0,0,0,0,0
258,66,41,18,92691,3,0.5,1,0,0,0,0,0,1
259,35,9,24,95747,4,0.3,1,0,0,0,0,1,0
260,56,30,55,94107,1,1.4,1,77,0,0,0,1,0
261,51,27,58,92407,1,0.0,1,0,0,0,0,0,1
265,45,19,38,90840,2,0.7,1,0,0,0,0,0,0
267,63,38,61,94720,2,1.5,1,0,0,0,0,1,0
268,47,22,81,90504,1,2.9,1,138,0,0,0,0,0
269,64,39,129,94002,1,2.5,1,0,0,0,0,1,0
271,60,36,63,94063,4,2.2,1,0,0,0,0,1,0
273,29,3,45,95023,4,0.2,1,158,0,0,0,1,1
275,30,5,74,95616,4,2.2,1,0,0,1,0,0,1
279,50,26,21,91125,4,1.0,1,0,0,0,0,1,0
280,39,14,155,94577,2,3.9,1,0,0,0,0,1,0
291,51,25,80,92373,1,4.9,1,0,0,0,0,0,0
292,43,16,8,90089,3,0.67,2,88,0,0,0,1,0
293,30,5,38,94542,4,0.8,1,129,0,0,0,1,1
295,35,9,55,94536,1,2.0,1,0,0,0,0,1,0
297,34,9,122,90623,1,0.0,1,0,0,0,0,1,0
299,43,19,81,92069,2,3.2,1,0,0,0,0,0,0
301,34,9,70,92843,4,1.3,1,0,0,1,0,0,0
302,65,39,150,92120,2,6.9,1,196,0,0,0,0,0
303,45,21,152,94550,2,7.5,1,0,0,0,0,1,0
304,49,25,195,95605,4,3.0,1,617,1,0,0,0,0
305,48,23,22,90740,1,0.1,1,0,0,0,0,0,0
306,60,35,22,91207,1,1.3,1,123,0,0,0,1,0
307,55,29,79,92373,3,0.8,1,0,0,0,0,1,1
309,32,8,128,94720,2,4.33,1,0,0,0,1,1,1
310,62,38,91,95929,1,3.8,1,0,0,1,0,1,0
311,57,32,39,90277,4,0.9,1,0,0,0,0,1,1
312,52,26,121,94550,1,7.3,1,167,0,0,0,1,0
314,34,9,41,93720,3,2.3,1,0,0,0,0,0,1
323,63,39,101,92007,1,3.9,1,0,1,1,1,1,0
324,59,34,99,90034,1,4.4,1,0,1,0,0,0,0
325,56,30,158,90089,4,6.1,1,0,1,0,0,0,0
326,54,28,89,95039,1,1.9,2,0,0,0,0,1,1
328,58,32,114,91330,2,2.0,1,402,0,0,0,1,0
330,28,4,191,90064,1,6.33,1,0,0,0,0,1,0
332,32,6,28,94115,3,1.0,1,0,0,0,0,0,0
334,63,38,140,92407,1,2.5,1,0,0,0,0,0,0
336,56,32,122,95827,2,0.3,1,360,0,0,1,1,1
337,36,12,65,95051,3,2.6,2,0,0,0,0,1,0
339,29,3,153,93657,2,2.0,1,392,0,0,0,0,0
341,59,34,91,93524,1,2.6,1,0,0,0,0,1,1
343,43,19,118,91304,2,3.3,1,0,0,0,0,0,1
346,51,27,12,92192,4,0.5,2,78,0,1,0,1,0
349,40,15,173,95060,4,6.6,1,0,1,0,1,1,1
350,26,2,60,93407,2,3.0,1,132,1,0,0,0,0
355,44,20,173,90277,2,1.4,1,419,0,0,0,1,0
359,30,6,141,94539,2,4.33,1,0,0,0,0,1,0
361,35,10,55,94539,4,1.3,1,0,0,0,0,0,0
362,43,19,153,90254,2,7.5,1,0,0,0,0,1,0
363,58,32,113,94590,2,1.4,1,270,0,0,0,0,1
370,31,6,58,95051,2,2.5,1,0,0,0,0,0,1
371,36,12,25,92101,4,1.0,1,147,0,0,0,0,0
372,58,34,19,92029,4,0.7,1,0,0,0,0,0,0
374,49,25,20,90291,4,1.0,1,111,0,0,0,1,1
375,30,5,98,91941,2,3.1,1,220,0,0,0,1,0
376,33,7,90,92346,3,1.6,1,0,0,0,0,1,0
377,45,21,61,94304,3,0.7,1,0,0,0,0,0,0
378,30,5,40,94402,4,2.0,2,0,0,0,0,1,0
383,65,41,133,94904,4,2.0,1,0,1,0,0,0,1
384,44,18,53,94608,1,0.2,1,0,0,0,0,1,0
386,35,9,40,93943,3,0.9,1,0,0,0,0,1,0
390,45,20,155,90024,1,7.0,1,0,0,0,0,1,1
391,45,19,45,92521,1,0.2,1,0,0,0,0,1,0
395,33,9,80,91311,4,3.4,1,0,0,0,0,1,1
396,60,35,64,94509,2,2.8,1,0,0,0,0,0,0
397,50,24,29,93023,4,0.1,1,0,0,0,0,0,0
399,54,30,23,94608,2,0.4,1,0,0,0,0,0,0
400,28,3,84,90024,4,0.2,1,0,0,0,0,1,1
401,36,10,179,94542,3,6.6,1,0,1,0,0,1,0
402,29,2,30,95747,4,1.5,2,112,0,0,0,0,1
403,54,28,93,91604,1,4.9,1,133,0,0,1,1,1
406,36,11,133,90245,1,3.8,1,290,0,1,1,1,1
407,45,19,125,92354,1,2.4,1,0,0,0,0,0,0
409,60,36,89,91745,2,2.8,1,0,0,0,0,1,0
411,47,23,110,94111,2,3.3,1,0,0,0,0,1,1
414,32,7,42,92407,3,2.3,1,0,0,0,0,1,0
417,40,15,85,94304,2,0.4,1,0,0,0,0,1,0
420,58,33,50,94501,4,2.1,1,0,0,0,0,0,1
423,46,20,145,91380,2,6.3,1,0,0,1,1,1,0
424,43,19,161,95616,2,7.5,1,0,0,0,0,0,0
425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0
426,28,3,28,90505,4,0.8,1,0,0,0,0,1,0
427,42,18,75,92182,3,2.33,1,0,0,0,0,0,1
428,32,7,35,92521,3,1.3,1,116,0,0,0,0,1
429,62,38,24,94720,2,1.0,1,116,0,0,0,0,1
432,39,13,75,94305,3,2.1,1,224,0,0,0,1,0
433,43,17,91,91311,1,5.7,1,0,0,0,0,1,0
434,52,28,31,91330,4,0.2,1,141,0,0,0,1,1
436,52,26,80,94709,3,0.8,1,0,0,0,0,0,0
438,36,9,31,95825,4,1.0,2,0,0,1,0,1,0
440,47,23,29,94304,4,0.6,1,0,0,0,0,1,0
441,64,39,59,92626,2,1.5,1,139,0,0,0,1,0
444,48,24,29,90509,1,1.0,1,0,0,0,0,0,0
447,47,23,22,93108,1,1.0,1,0,0,0,0,0,1
449,31,4,60,94588,4,2.0,2,0,0,0,0,1,1
451,51,25,69,95747,1,0.3,1,0,0,0,0,1,1
459,48,24,20,95841,1,1.0,1,0,0,0,0,1,1
460,35,10,200,91107,2,3.0,1,458,0,0,0,0,0
461,60,36,141,90277,2,2.1,1,0,0,0,0,1,1
462,55,30,81,92123,2,3.7,1,0,0,1,0,0,0
468,45,20,39,90232,1,2.4,1,0,0,0,0,0,1
471,32,6,84,91006,4,1.8,2,0,0,0,0,0,0
472,50,24,30,91768,4,0.1,1,161,0,0,0,1,1
473,43,19,31,90007,4,0.3,1,156,0,0,0,1,0
475,60,34,114,90028,2,6.9,1,0,0,0,0,1,0
479,44,20,150,95060,2,3.3,1,0,0,0,0,0,1
480,60,36,132,92154,2,6.0,1,470,0,0,0,1,1
482,33,9,53,94063,1,1.2,1,0,0,0,0,0,1
485,25,1,113,95023,2,0.2,1,0,0,0,0,1,1
487,55,30,84,92173,2,3.7,1,304,0,1,0,1,0
489,37,13,43,94122,3,2.8,1,0,0,0,0,1,0
491,34,10,90,94303,2,2.7,1,0,0,0,0,1,0
492,42,18,34,92115,4,0.3,1,104,0,1,0,1,0
493,60,36,38,94596,4,1.3,1,0,0,0,0,1,0
494,50,24,173,94720,1,1.0,1,0,0,0,0,1,1
495,41,17,160,92647,2,8.0,1,0,0,0,0,1,0
501,59,33,34,92177,2,0.3,1,0,0,0,0,0,0
510,52,28,118,90503,2,6.8,1,112,0,0,0,1,0
512,31,5,82,94143,4,2.2,2,0,0,0,0,0,0
513,39,14,54,95035,3,3.0,1,108,0,0,0,0,1
518,54,27,43,92834,3,1.0,2,169,0,0,0,0,0
521,61,37,54,90024,4,1.2,2,129,0,0,0,1,1
523,36,11,72,91007,1,2.8,1,224,0,0,0,0,0
524,56,31,39,93023,4,0.9,1,0,0,0,0,0,0
525,24,-1,75,93014,4,0.2,1,0,0,0,0,1,0
526,64,38,79,94024,2,2.8,1,179,0,0,0,0,0
527,26,2,205,93106,1,6.33,1,271,0,0,0,0,1
528,33,8,65,90027,2,0.1,1,89,0,0,0,1,0
529,64,39,122,90089,4,0.2,1,378,1,0,0,1,0
531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1
533,62,37,39,94305,2,2.8,1,113,0,0,1,1,1
534,27,2,101,92807,1,1.9,1,0,0,0,0,0,0
536,51,25,132,94143,1,0.3,1,0,0,0,0,1,0
539,31,5,11,94534,1,0.4,2,76,0,0,0,0,1
542,30,6,141,95014,2,4.33,1,0,0,0,0,0,0
543,40,14,81,94709,3,0.1,1,0,0,0,0,1,0
544,63,38,54,94704,3,2.4,1,90,0,0,0,0,1
545,35,10,164,91614,2,7.8,1,0,0,0,0,1,0
546,43,19,28,94303,4,0.3,1,87,0,0,0,0,0
551,60,34,54,94301,3,0.3,2,0,0,0,0,1,1
552,59,34,14,93118,1,0.1,1,0,0,0,0,1,1
553,28,3,52,90024,4,2.2,1,230,0,0,0,1,0
554,52,28,101,91330,2,0.3,1,0,0,0,0,0,0
555,28,2,149,94720,2,7.2,1,0,0,0,0,1,0
556,34,8,35,92037,4,0.8,1,137,0,0,1,1,1
558,39,15,118,95039,2,1.9,1,0,0,0,0,0,1
560,49,25,24,95818,4,0.2,1,138,0,0,0,1,0
564,51,27,12,94608,4,1.0,1,0,0,0,0,1,0
566,55,29,79,90210,3,0.8,1,0,0,0,0,1,0
568,34,8,28,95112,3,0.9,1,0,0,0,0,0,0
569,34,9,41,92101,2,0.1,1,161,0,0,0,1,1
570,40,14,70,95136,3,2.1,1,185,0,0,0,0,0
573,39,15,128,92333,1,3.4,1,0,0,0,0,0,0
576,54,30,93,91107,1,2.7,2,0,0,0,0,1,0
578,52,28,149,94043,2,6.8,1,0,0,0,0,1,0
580,57,33,88,93524,1,2.7,2,0,0,0,0,1,0
582,28,3,55,94521,4,2.2,1,0,0,0,0,1,1
585,40,16,114,91604,1,3.4,1,300,0,0,0,1,0
587,39,14,101,94305,2,0.4,1,0,0,0,0,1,1
588,50,24,94,93305,1,4.9,1,272,0,0,0,1,0
589,41,17,40,93117,2,2.5,1,0,0,0,1,1,1
590,31,7,128,92821,1,6.0,1,0,0,0,0,0,0
592,30,5,51,92037,1,1.0,1,0,0,0,0,1,0
595,50,26,85,94143,1,0.0,1,144,0,0,0,0,0
596,42,18,41,92121,1,1.8,1,94,0,0,0,1,0
598,24,-2,125,92835,2,7.2,1,0,0,1,0,0,1
600,28,4,103,94720,2,2.5,1,0,0,0,0,1,1
601,56,30,141,94143,2,0.5,1,0,0,0,0,1,0
602,58,32,38,91320,1,1.4,1,0,0,0,0,1,1
603,29,5,135,95035,2,0.6,1,0,0,0,0,0,0
605,28,3,70,90245,4,2.2,1,240,0,0,0,0,1
606,57,31,41,91330,1,0.2,1,0,0,0,0,1,1
609,27,2,55,91910,4,1.7,2,0,0,0,0,1,0
610,37,11,24,91770,4,1.5,3,0,0,0,0,0,0
612,49,23,32,94701,4,1.8,1,83,0,0,0,0,0
613,65,40,129,90095,1,1.3,1,0,0,0,0,1,1
614,60,35,108,94904,1,0.9,1,0,0,1,0,0,0
615,37,12,180,90034,1,8.6,1,0,0,0,0,1,1
616,63,37,139,93943,2,6.9,1,0,0,0,0,0,0
621,33,8,115,91129,4,2.9,2,0,1,0,0,1,0
623,41,17,92,93555,2,1.9,1,131,0,0,0,1,0
625,33,6,54,92821,2,1.67,2,122,0,0,0,1,0
628,45,19,70,92677,3,2.1,1,0,0,0,0,1,0
629,49,24,51,90071,1,1.3,2,0,0,0,0,0,0
630,45,19,71,91711,4,2.9,1,218,0,0,1,1,1
631,32,7,35,96651,3,1.3,1,108,0,0,0,0,1
635,57,31,32,90034,3,1.4,1,0,0,1,1,1,1
636,60,35,35,90509,3,0.2,1,169,0,0,0,1,0
637,40,16,120,92037,2,6.1,1,196,0,0,0,1,0
639,42,16,35,92054,3,1.5,1,0,0,0,0,0,0
642,35,10,139,95060,2,7.8,1,0,0,0,0,0,0
643,50,24,103,94132,1,0.3,1,0,0,0,0,1,0
644,45,21,152,91902,2,1.4,1,0,0,0,0,1,0
647,58,33,61,90033,4,1.7,1,0,0,0,0,0,0
648,62,38,64,95064,4,2.2,1,123,0,1,1,1,1
652,28,4,58,92121,3,1.5,1,131,0,0,0,0,0
653,34,9,92,90005,1,2.8,1,0,0,0,0,1,0
661,39,14,165,92126,2,3.3,1,0,0,0,0,1,0
662,63,38,52,94720,2,2.8,1,0,0,0,0,1,0
667,52,26,112,92120,1,2.4,1,0,0,1,1,1,1
669,66,41,18,94010,3,0.5,1,0,0,0,0,0,0
671,23,-1,61,92374,4,2.6,1,239,0,0,0,1,0
673,51,27,23,96651,1,0.2,1,0,0,0,0,1,0
675,49,23,59,95827,3,2.1,1,0,0,0,0,0,0
678,46,21,204,92780,2,2.8,1,0,0,0,0,1,0
681,61,36,51,94706,3,1.5,1,0,0,0,0,0,1
685,43,17,164,90266,1,2.4,1,449,0,0,0,1,0
689,44,20,71,94304,4,1.9,1,207,0,0,0,1,0
690,54,30,18,94591,1,0.3,1,0,0,1,1,1,0
695,32,7,112,90740,1,3.8,1,81,0,0,0,1,0
696,29,4,115,92717,1,1.9,1,0,0,0,0,0,0
701,37,11,84,90089,2,1.8,1,0,0,0,0,1,1
703,35,9,109,92709,3,4.0,1,0,1,0,0,0,0
704,41,17,141,94022,2,7.6,1,92,0,0,0,0,0
705,56,32,129,94065,1,7.4,1,0,0,0,0,0,0
707,58,34,148,95819,1,4.7,1,0,0,0,0,1,0
709,35,10,21,92182,3,1.3,1,115,0,0,0,0,0
710,29,4,72,95841,4,2.2,1,0,0,0,0,1,0
716,47,23,32,92130,1,1.0,1,0,0,1,1,1,1
718,59,34,94,93940,3,0.5,1,0,0,0,0,0,1
720,61,35,110,92521,3,4.4,1,0,0,1,0,1,0
724,50,24,61,94301,4,2.6,1,0,0,0,0,1,0
725,64,38,92,94086,1,2.0,1,0,0,0,0,1,0
726,39,15,119,92037,2,6.1,1,0,0,0,0,0,0
727,58,33,53,91030,4,2.1,1,0,0,0,0,1,0
729,45,20,114,94720,2,4.4,2,0,1,0,0,0,0
731,43,18,140,95616,1,7.0,1,205,0,0,0,1,0
732,28,3,90,90066,2,3.3,1,0,0,0,0,1,1
733,26,1,85,90064,1,1.9,1,0,0,0,0,1,0
734,49,24,80,92009,1,1.2,1,0,0,0,0,1,0
735,66,42,53,92182,2,1.1,1,0,0,0,0,1,1
736,33,7,49,95403,4,2.2,2,0,0,0,0,1,0
741,52,27,195,90266,1,8.1,1,0,0,0,0,0,0
743,32,6,81,92626,1,2.5,1,0,0,0,0,1,0
744,61,37,40,94539,4,2.2,1,0,0,1,1,1,1
745,45,20,154,94720,2,2.8,1,0,0,1,0,1,0
749,41,17,14,91330,1,1.0,1,0,0,0,0,0,0
751,29,5,138,93106,2,4.33,1,0,0,0,0,1,0
755,38,14,102,95020,2,1.9,1,0,0,0,1,1,1
762,48,24,84,92152,3,0.7,1,166,0,0,0,1,0
764,54,28,65,94122,1,0.2,1,0,0,0,0,0,1
766,47,21,109,95822,4,1.8,1,0,1,0,0,0,0
767,37,12,81,94538,1,2.8,1,0,0,0,0,0,0
769,43,19,72,90024,2,1.7,1,0,0,0,0,1,0
772,42,18,71,91614,3,2.33,1,106,0,1,0,1,0
774,41,16,120,92612,2,3.9,1,0,0,0,0,1,1
775,55,29,39,92154,1,0.2,1,0,0,0,0,0,1
778,55,31,12,95060,2,0.2,1,76,0,0,0,1,1
781,32,7,42,92634,4,0.8,1,0,0,0,0,1,1
784,44,20,160,94606,2,7.6,1,0,0,1,0,0,0
785,48,22,98,94115,2,6.3,1,0,0,0,0,0,0
786,46,22,164,94122,2,7.6,1,0,0,0,1,1,1
787,45,21,42,94305,2,2.5,1,0,0,1,0,1,0
789,58,34,10,92521,4,0.7,1,0,0,0,0,0,0
791,55,30,58,92028,4,0.9,1,0,0,0,0,1,1
794,24,-2,150,94720,2,2.0,1,0,0,0,0,1,0
797,30,6,82,93657,2,2.5,1,0,0,0,0,0,0
801,31,7,173,91040,1,6.0,1,0,0,0,0,1,0
802,47,23,8,92612,4,0.2,1,0,0,0,0,1,0
803,36,12,51,92521,3,2.0,1,214,0,0,0,1,0
808,52,27,162,92096,1,8.1,1,0,0,0,0,1,0
809,64,39,64,92068,3,2.2,1,0,0,0,0,1,0
815,33,8,45,93943,2,0.1,1,0,0,0,0,0,1
818,41,15,38,90291,2,0.7,1,91,0,0,0,1,0
821,51,25,145,90740,1,0.3,1,0,0,0,0,1,0
824,35,9,45,90509,1,2.0,1,0,0,0,0,1,1
825,39,15,72,94801,4,2.4,1,0,0,1,0,1,0
829,35,9,28,94542,4,1.0,1,75,0,0,0,1,0
835,36,12,150,95138,4,5.4,1,0,1,1,1,1,0
836,58,33,142,92691,2,3.9,1,193,0,0,0,1,1
837,42,17,74,92123,3,3.0,1,0,0,0,0,0,1
840,39,15,79,92646,4,2.4,1,0,0,0,0,0,0
841,27,3,94,92373,2,0.2,1,310,0,0,0,0,1
842,57,33,121,94542,1,4.3,1,0,0,1,0,0,0
843,34,10,54,92101,3,2.0,1,0,0,0,0,0,0
844,64,39,73,94720,3,2.4,1,0,0,0,0,1,0
846,44,17,29,94706,3,1.0,2,0,0,0,0,1,1
847,51,27,93,92154,1,2.7,1,0,0,0,0,1,0
850,33,8,58,94305,2,0.1,1,0,0,1,1,1,1
851,46,20,39,95054,1,0.2,1,0,0,0,0,0,0
854,27,2,155,95138,1,0.8,1,0,0,0,0,0,0
856,59,33,113,92152,2,2.0,1,77,0,0,0,1,0
858,49,25,30,95616,4,0.2,1,0,0,0,1,1,1
867,44,20,70,94611,4,1.9,1,0,0,0,0,1,0
868,61,35,61,94708,1,1.6,1,0,0,0,0,0,0
869,40,15,161,94596,2,3.3,1,0,0,1,0,0,1
870,54,30,29,93014,2,0.8,1,0,0,0,0,0,1
871,43,19,35,92106,3,0.5,1,0,0,0,0,1,0
873,32,7,44,90095,4,0.8,1,0,0,0,0,1,0
874,24,0,88,90740,3,0.8,1,134,0,0,0,0,0
877,40,14,58,94025,2,2.8,1,0,0,0,0,1,0
881,57,31,58,91604,1,0.2,1,177,0,0,0,1,0
882,44,19,154,92116,2,8.8,1,0,0,0,0,1,0
883,51,25,185,94117,1,1.7,1,0,0,0,0,0,0
884,51,26,78,92703,1,1.2,1,305,0,0,0,1,0
888,41,16,118,94720,2,3.3,1,0,0,0,0,1,0
892,32,6,120,94102,4,5.4,1,301,1,0,1,1,1
894,58,32,43,93943,3,1.4,1,0,0,0,0,0,1
895,29,4,59,95064,4,2.2,1,232,0,0,0,1,1
897,50,24,161,95133,3,3.4,1,212,1,0,0,1,0
899,57,32,63,94111,4,0.7,1,0,0,0,0,1,0
901,30,4,51,94709,4,0.2,1,172,0,0,0,0,1
902,57,33,24,95616,4,0.7,1,0,0,0,0,1,0
903,57,33,95,95054,2,1.6,1,0,0,0,0,0,0
904,43,18,59,90048,1,2.4,1,250,0,0,0,1,0
906,46,22,28,94720,1,1.0,1,84,0,0,0,1,1
907,29,3,154,94720,2,2.0,1,130,0,0,0,0,0
910,23,-1,149,91709,1,6.33,1,305,0,0,0,0,1
915,65,41,195,91711,3,0.4,1,0,1,1,1,0,1
916,53,28,184,94550,1,8.1,1,303,0,0,0,1,0
917,44,20,85,92192,2,3.2,1,0,0,0,0,1,0
918,45,20,200,90405,2,8.8,1,0,0,0,0,1,1
922,31,5,91,92096,3,1.6,1,126,0,0,0,1,1
923,32,6,38,92868,1,0.3,1,0,0,1,1,1,0
924,55,30,28,95123,1,1.5,2,0,0,0,0,0,0
929,35,10,74,90638,4,1.3,1,0,0,0,0,1,0
936,46,20,131,95929,1,5.7,1,256,0,0,0,0,1
940,56,32,8,93943,2,0.3,1,0,0,0,0,1,1
942,38,13,129,92093,4,4.4,1,140,1,0,0,0,0
950,40,16,45,94720,3,0.6,2,204,0,0,0,1,0
953,44,20,180,93943,2,7.6,1,524,0,0,0,0,1
956,59,35,14,90840,4,0.7,1,0,0,0,0,1,0
957,37,11,43,90250,1,2.0,1,0,0,0,0,1,0
958,56,32,88,94309,2,0.3,1,0,0,0,0,1,0
961,46,22,144,93611,2,3.3,1,0,0,0,0,1,1
962,35,9,30,94114,4,1.0,1,163,0,0,0,1,0
963,47,21,120,95833,1,0.0,1,135,0,0,0,0,0
968,55,30,73,92675,4,3.8,2,0,0,0,0,1,0
